SMILES,type,temp,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20
CCCCCCCCCCCC[N+](C)(C)CCCCCCCC.[Br-],cationic,25.0,2.95860731484178,,,,,
CCCCCCCCCCCC[n+]1ccccc1.[I-],cationic,25.0,2.27572413039921,,,,,
CCCCCCCCCCC[n+]1ccccc1.[Br-],cationic,25.0,1.67778070526608,,,,,
CCCCCCCC[N+](C)(C)C.[Br-],cationic,25.0,3.85387196432176,,,,,
CCCCCCCCCCCCCCCC[N+](C)(C)CCOC1OC(CO)C(O)C(O)C1O.[Br-],cationic,25.0,3.29242982390206,39.1,1.33e-06,1.25,32.9,4.19
CCCCCCCCCCCC[N+](C)(C)CCOC1OC(CO)C(O)C(O)C1O.[Br-],cationic,25.0,2.54975089168064,39.0,1.28e-06,1.3,33.0,3.41
CCCCCCCCCCCC[N+](C)(C)CCOC1OC(COC)C(OC)C(OC)C1OC.[Br-],cationic,25.0,2.58004425151024,37.0,9.02e-07,1.84,35.0,4.06
CCCCCCCC[N+](C)(C)CCOC1OC(COC)C(OC)C(OC)C1OC.[Br-],cationic,25.0,2.23807216157947,37.8,1.06e-06,1.57,34.2,3.4
CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccc(OC)cc2)sc2ccccc21.[Br-],cationic,25.0,1.38721614328026,39.1,,,32.9,
CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccccc2)sc2ccccc21.[Br-],cationic,25.0,0.991399828238082,36.7,,,35.3,
CCCCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccc(OC)cc2)sc2ccccc21.[Br-],cationic,25.0,1.0268721464003,39.2,,,32.8,
CCCCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccccc2)sc2ccccc21.[Br-],cationic,25.0,0.97469413473523,40.4,,,31.6,
CCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccc(OC)cc2)sc2ccccc21.[Br-],cationic,25.0,0.97469413473523,42.1,,,29.9,
CCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccccc2)sc2ccccc21.[Br-],cationic,25.0,0.931814138253838,42.3,,,29.7,
CCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccc(OC)cc2)sc2ccccc21.[Br-],cationic,25.0,0.906578314837765,45.2,,,26.8,
CCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccccc2)sc2ccccc21.[Br-],cationic,25.0,0.872895201635192,44.4,,,27.6,
CCCCCCCCCC[N+](C)(C)C.[Cl-],cationic,25.0,1.16749108729376,,,,,
CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],cationic,25.0,3.04575749056068,42.0,8.8e-07,0.42,30.0,4.3
CCCCCCCCCCCCCC[N+](CCCC)(CCCC)CCCC.[Br-],cationic,25.0,2.92081875395238,,,,,
CCCCCCCCCCCC[N+](C)(C)CCCC.[Br-],cationic,25.0,2.1249387366083,,,,,
CCCCCCCCCCCC[N+](C)(C)CCCCCC.[Br-],cationic,25.0,2.50863830616573,,,,,
C=CC[N+](C)(C)CCCCCCCCCCCC.[Br-],cationic,,,39.5,,,,
C=CC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],cationic,,,34.0,,,,
C=CC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-],cationic,,,33.2,,,,
CCCCCCCCC(CCCCCCCC)C[N+](C)(C)CCO.[Cl-],cationic,,,25.3,,,,
CCCCCCCCCC(=O)OCC1OC(OCCC[N+](C)(C)C)C(O)C(O)C1O.[I-],cationic,,,33.8,,,,
CCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],cationic,,,31.4,,,,
CCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,,,39.0,,,,
CCCCCCCCCCCC(=O)OCC(O)CN(CCCCC([N+])C(=O)OC)CC(O)CO.[Cl-],cationic,,,33.0,,,,
CCCCCCCCCCCC(=O)OCC(O)CN(CCCCC([N+])C(=O)OC)CC(O)COC(=O)CCCCCCCCCCC.[Cl-],cationic,,,24.5,,,,
CCCCCCCCCCCC(=O)OCC1OC(OCCC[N+](C)(C)C)C(O)C(O)C1O.[I-],cationic,,,29.6,,,,
CCCCCCCCCCCCC(=O)NCC[N+](C)(C)C.[Cl-],cationic,,,35.0,,,,
CCCCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,,,39.6,,,,
CCCCCCCCCCCCC(=O)OCC[N+](C)(C)C.[Cl-],cationic,,,30.0,,,,
CCCCCCCCCCCCCC(=O)OCC(O)CN(CCCCC([N+])C(=O)OC)CC(O)CO.[Cl-],cationic,,,31.0,,,,
CCCCCCCCCCCCCC(=O)OCC(O)CN(CCCCC([N+])C(=O)OC)CC(O)COC(=O)CCCCCCCCCCCCC.[Cl-],cationic,,,25.0,,,,
CCCCCCCCCCCCCC(=O)OCC1OC(OCCC[N+](C)(C)C)C(O)C(O)C1O.[I-],cationic,,,27.3,,,,
CCCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],cationic,,,30.3,,,,
CCCCCCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,,,39.9,,,,
CCCCCCCCCCCCCCCC(=O)OCC1OC(OCCC[N+](C)(C)C)C(O)C(O)C1O.[I-],cationic,,,33.5,,,,
CCCCCCCCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,,,42.2,,,,
CCCCCCCCCCCCCCCCCC(=O)OCC1OC(OCCC[N+](C)(C)C)C(O)C(O)C1O.[I-],cationic,,,39.7,,,,
CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1oc(C)cc1N=Cc1ccccc1.[Br-],cationic,,,36.5,,,,
CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCCCCCCCCCC.[Cl-],cationic,,,42.1,,,,
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCN(CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC)CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,41.2,,,,
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,38.2,,,,
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],cationic,,,40.5,,,,
CCCCCCCCCCCCCCCCCC[n+]1ccn(CCOC(=O)NCCCC)c1.[Br-],cationic,,,41.5,,,,
CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)CCCN=Cc1ccccc1O.[Cl-],cationic,,,31.6,,,,
CCCCCCCCCCCCCCCCOC(=O)C[n+]1oc(C)cc1N=Cc1ccccc1.[Br-],cationic,,,37.8,,,,
CCCCCCCCCCCCCCCCOCCOCC[n+]1ccccc1.[Cl-],cationic,,,46.5,,,,
CCCCCCCCCCCCCCCCOCC[n+]1ccccc1.[Cl-],cationic,,,46.0,,,,
CCCCCCCCCCCCCCCCOc1ccc(C[n+]2ccn(C)c2)cc1.[Br-],cationic,,,37.9,,,,
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)Nc1ccccc1.[Cl-],cationic,,,32.4,,,,
CCCCCCCCCCCCCCCC[N+](C)(C)CCC/N=C/c1ccc(OC)c(OC)c1.[Br-],cationic,,,39.6,,,,
CCCCCCCCCCCCCCCC[N+](C)(C)CCCN=Cc1ccccc1.[Br-],cationic,,,40.0,,,,
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,,,40.5,,,,
CCCCCCCCCCCCCCCC[N+](CC)(CC)CCO.[Br-],cationic,,,38.6,,,,
CCCCCCCCCCCCCCCC[N+](CCC)(CCC)CCC.[Br-],cationic,,,43.5,,,,
CCCCCCCCCCCCCCCC[n+]1ccn(CCOC(=O)NCCCC)c1.[Br-],cationic,,,42.0,,,,
CCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],cationic,,,38.0,,,,
CCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],cationic,,,37.0,,,,
CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)CCCN=Cc1ccccc1O.[Cl-],cationic,,,33.0,,,,
CCCCCCCCCCCCCCOC(=O)C[n+]1oc(C)cc1N=Cc1ccccc1.[Br-],cationic,,,39.0,,,,
CCCCCCCCCCCCCCOc1ccc(C[n+]2ccn(C)c2)cc1.[Br-],cationic,,,35.8,,,,
CCCCCCCCCCCCCC[N+](C)(C)CCN(CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC)CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,32.0,,,,
CCCCCCCCCCCCCC[N+](C)(C)CCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,27.8,,,,
CCCCCCCCCCCCCC[N+](CC)(CC)CCO.[Br-],cationic,,,43.0,,,,
CCCCCCCCCCCCCC[n+]1ccn(CCOC(=O)NCCCC)c1.[Br-],cationic,,,44.0,,,,
CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],cationic,,,39.2,,,,
CCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],cationic,,,37.5,,,,
CCCCCCCCCCCCOC(=O)C[n+]1oc(C)cc1N=Cc1ccccc1.[Br-],cationic,,,42.0,,,,
CCCCCCCCCCCCOc1ccc(C[n+]2ccn(C)c2)cc1.[Br-],cationic,,,37.9,,,,
CCCCCCCCCCCC[N+](C)(C)C(C)C(O)c1ccccc1.[Br-],cationic,,,31.8,,,,
CCCCCCCCCCCC[N+](C)(C)CCC/N=C/c1ccc(OC)c(OC)c1.[Br-],cationic,,,31.1,,,,
CCCCCCCCCCCC[N+](C)(C)CCCN=Cc1ccccc1.[Br-],cationic,,,31.4,,,,
CCCCCCCCCCCC[N+](C)(C)CCO.[Br-],cationic,,,32.4,,,,
CCCCCCCCCCCC[N+].[Cl-],cationic,,,29.0,,,,
CCCCCCCCCCCC[N+]C.[Cl-],cationic,,,34.0,,,,
CCCCCCCCCCCCc1cc[n+](C2OC(CO)C(O)C(O)C2O)cc1.[Br-],cationic,,,39.2,,,,
CCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],cationic,,,38.7,,,,
CCCCCCCCCCOC(=O)C[N+](C)(C)CCCN=Cc1ccccc1O.[Cl-],cationic,,,35.9,,,,
CCCCCCCCCCOc1ccc(C[n+]2ccn(C)c2)cc1.[Br-],cationic,,,39.0,,,,
CCCCCCCCCC[N+](C)(C)CCC/N=C/c1ccc(OC)c(OC)c1.[Br-],cationic,,,32.1,,,,
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Cl-],cationic,,,27.7,,,,
CCCCCCCCCC[N+](C)(C)CCCN=Cc1ccccc1.[Br-],cationic,,,32.9,,,,
CCCCCCCCCC[N+](C)(C)CCN(CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC)CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,31.7,,,,
CCCCCCCCCC[N+](C)(C)CCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,27.1,,,,
CCCCCCCCCc1ccc(OCC(O)C[N+](C)(C)C)cc1.[Br-],cationic,,,29.5,,,,
CCCCCCCCOC(=O)CC([N+])C(=O)OCCCCCC.[Cl-],cationic,,,23.4,,,,
CCCCCCCC[N+](C)(C)CCCCCCCC.[Br-],cationic,,,23.0,,,,
CCCCCCCC[n+]1ccc(C)cc1.[Cl-],cationic,,,31.0,,,,
CCCCCCCC[n+]1cccc(C)c1.[Cl-],cationic,,,32.4,,,,
CCCCCCCC[n+]1ccccc1.[Cl-],cationic,,,36.8,,,,
CCCCCCCC[n+]1ccccc1C.[Cl-],cationic,,,31.8,,,,
CCCCCCCCn1cc[n+](C)c1.[Cl-],cationic,,,37.0,,,,
CCCCCCCCn1cc[n+](C)c1.[I-],cationic,,,34.5,,,,
CCCCCCOC(=O)CC([N+])C(=O)OCCCCCC.[Cl-],cationic,,,24.3,,,,
CCCCCC[n+]1ccccc1.[Cl-],cationic,,,36.4,,,,
CCCC[n+]1ccccc1.[Cl-],cationic,,,51.1,,,,
CCCCCCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,3.57675412606319,30.0,1.73e-06,0.96,42.0,4.31
CCCCCCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,3.48545224733971,35.5,2.29e-06,0.73,36.6,4.02
CCCCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,3.45099673797421,32.7,1.65e-06,1.01,39.3,4.13
CCCCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,3.35359627377693,36.0,2.14e-06,0.78,36.0,3.83
CCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,3.2518119729938,34.1,1.62e-06,1.02,37.9,3.92
CCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,3.22257317761069,38.0,2.03e-06,0.82,34.0,3.55
CCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,3.20901152491118,34.9,1.57e-06,1.06,37.1,3.78
CCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,3.07058107428571,42.2,1.95e-06,0.85,29.8,3.4
CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCC(C)(COCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC)COCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Cl-].[Cl-].[Cl-],gemini cationic,25.0,4.30980391997149,33.0,2.94e-06,0.57,39.0,5.39
CCCCCCCCCC[N+]CC(O)COCC(C)(COCC(O)C[N+]CCCCCCCCCC)COCC(O)C[N+]CCCCCCCCCC.[Cl-].[Cl-].[Cl-],gemini cationic,25.0,3.20620961530918,34.8,2.8e-06,0.59,37.2,4.21
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.3665,37.0,6.89e-07,2.41,34.78,5.87
CCCCCCCCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.5686,43.0,7.38e-07,2.25,28.78,5.28
CCCCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.6778,28.5,7.76e-07,2.14,43.28,6.58
CCCCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC[n+]2ccn(CC(O)COCCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.38605252321965,50.1,2.01e-06,0.08,21.84,0.46
CCCCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CC[n+]2ccn(CC(O)COCCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.36754270781528,48.1,2.71e-06,0.06,24.33,0.52
CCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC[n+]2ccn(CC(O)COCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,4.14898639317633,44.5,2.99e-06,0.06,27.81,0.93
CCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CC[n+]2ccn(CC(O)COCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.63078414258986,43.5,3.22e-06,0.05,28.89,1.46
CCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC[n+]2ccn(CC(O)COCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,4.69897000433602,36.1,3.48e-06,0.05,36.32,2.1
CCCCCCCCCCCCOCC(O)Cn1cc[n+](CC[n+]2ccn(CC(O)COCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,4.65757731917779,30.0,4.53e-06,0.04,42.36,2.0
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccc(C[N+](C)(C)CCCNC(=O)CCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25.0,3.04575749056068,45.9,1.14e-06,1.45,26.1,3.36
CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccc(C[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25.0,3.88605664769316,46.2,8.8e-07,1.88,25.8,3.25
CCCCCCCCCCCCCCCCOCC(O)C[N+](C)(C)CCCC[N+](C)(C)CC(O)COCCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,5.52287874528034,39.2,1.91e-06,0.87,32.8,6.12
CCCCCCCCCCCCCCOCC(O)C[N+](C)(C)CCCC[N+](C)(C)CC(O)COCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,5.0,37.4,2.16e-06,0.77,34.6,5.59
CCCCCCCCCCCCOCC(O)C[N+](C)(C)CCCC[N+](C)(C)CC(O)COCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.72124639904717,36.4,2.24e-06,0.74,35.6,4.36
CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.10790539730952,38.0,1.14e-06,1.46,35.3,5.31
CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.54975089168064,36.0,1.02e-06,1.62,33.3,5.7
CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.22475374025976,39.0,9.34e-07,1.77,36.3,5.73
CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.54975089168064,37.0,8.73e-07,1.9,34.3,6.1
CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.34969247686806,37.0,1.18e-06,1.83,36.3,5.61
CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.82390874094432,35.0,1.09e-06,1.75,34.3,6.2
CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.34969247686806,38.0,9.45e-07,1.51,37.3,5.83
CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.74957999769111,36.0,9.06e-07,1.4,35.3,6.3
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)c1ccc(C(=O)NCCC[N+](C)(C)CCCCCCCCCCCCCCCC)cc1.[Br-].[Br-],gemini cationic,25.0,4.21467016498923,43.4,7.7e-07,2.16,28.6,4.9
CCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)c1ccc(C(=O)NCCC[N+](C)(C)CCCCCCCCCCCCCC)cc1.[Br-].[Br-],gemini cationic,25.0,3.6615435063954,40.9,1.24e-06,1.34,31.1,4.13
CCCCCCCCCCCC[N+](C)(C)CCCNC(=O)c1ccc(C(=O)NCCC[N+](C)(C)CCCCCCCCCCCC)cc1.[Br-].[Br-],gemini cationic,25.0,2.93181413825384,36.3,1.48e-06,1.12,35.7,3.57
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCc1ccc(COC(=O)C[N+](C)(C)CCCCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25.0,4.04575749056068,40.9,1.24e-06,1.34,31.1,3.99
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)Oc1ccc(OC(=O)C[N+](C)(C)CCCCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25.0,4.0,37.7,2.17e-06,1.31,34.3,4.04
CCCCCCCCCCCC[N+](C)(C)CC(=O)OCc1ccc(COC(=O)C[N+](C)(C)CCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25.0,3.23657200643706,41.1,8.9e-07,1.86,30.9,3.24
CCCCCCCCCCCC[N+](C)(C)CC(=O)Oc1ccc(OC(=O)C[N+](C)(C)CCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25.0,3.18708664335714,37.8,1.09e-06,1.51,34.2,3.19
CCCCCCCC=CCCCCCCCCC(=O)NCCC[N+](C)(C)CC=CC[N+](C)(C)CCCNC(=O)CCCCCCCC=CCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.80134291304558,35.67,1.92e-06,0.86,36.33,4.29793610878026
CCCCCCCC=CCCCCCCCCC(=O)NCCC[N+](C)(C)CC=CC[N+](C)(C)CCCNC(=O)CCCCCCCC=CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,5.53610701101409,37.23,1.64e-06,1.01,34.77,6.06194560233646
CCCCCCCCC=CCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCC=CCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.11350927482752,30.3,2.38e-06,0.7,41.66,4.64586090139227
CCCCCCCCC=CCCCCCCCC(=O)NCCC[N+](C)(C)CCCC[N+](C)(C)CCCNC(=O)CCCCCCCC=CCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.97881070093006,32.9,2.26e-06,0.73,38.88,4.47225795512811
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC=CC[N+](C)(C)CCCNC(=O)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.59176003468815,36.33,1.81e-06,0.91,35.77,4.09724265739564
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC=CC[N+](C)(C)CCCNC(=O)CCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.44249279809434,38.12,1.6e-06,1.05,33.88,3.94899961182104
CCCCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.85387196432176,42.9,1.39e-06,1.19,29.1,5.23611748128425
CCCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.3767507096021,40.1,1.47e-06,1.13,31.9,4.84940699248141
CCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.92081875395238,38.0,1.62e-06,1.03,34.0,4.42539735659042
CCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.38721614328026,38.0,1.49e-06,1.11,34.0,3.93581838239008
CCCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.50863830616573,39.7,1.32e-06,1.26,32.3,4.05269854621798
CCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.67778070526608,37.5,1.61e-06,1.03,34.5,3.20362593046429
CCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.67778070526608,39.1,1.31e-06,1.27,32.9,3.25273619261231
CCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.82390874094432,38.0,1.66e-06,1.0,34.0,2.31632882303687
CCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.76955107862173,40.4,1.25e-06,1.33,31.6,2.31138199866596
CCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.43179827593301,37.1,1.69e-06,0.98,34.9,1.94657081652798
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,6.0,40.9,1.39e-06,1.19,31.1,6.46625552069051
CCCCCCCCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,5.0132,41.9,1.39e-06,1.19,30.1,5.4374505188265
CCCCCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.7447,39.6,1.38e-06,1.2,32.4,4.26933638560005
CCCCCCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.0,33.9,1.46e-06,1.14,38.1,4.7238382478744
CCCCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.38720000000001,39.7,1.35e-06,1.23,32.3,3.91917001249555
CCCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.95860000000001,40.1,1.66e-06,1.0,31.9,3.37715706977867
CCCCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.07572071393812,34.5,1.19e-06,1.4,37.5,3.93435236968773
CCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.0,40.0,1.45e-06,1.15,32.0,3.48320236627012
CCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.11350927482752,39.5,1.3e-06,1.28,32.5,2.67492228050995
CCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.2076,35.0,1.95e-06,0.85,37.0,2.71661445848541
CCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.38195190328791,39.7,1.28e-06,1.3,32.3,2.94301402584179
